"Id,Parental_Involvement,Access_to_Resources,Extracurricular_Activities,Sleep_Hours,Motivation_Level,Internet_Access,Family_Income,Teacher_Quality,School_Type,Peer_Influence,Physical_Activity,Learning_Disabilities,Parental_Education_Level,Gender"
"290,Medium,High,Yes,5,High,Yes,Medium,Medium,Public,Positive,3,No,High School,Female"
"291,Medium,High,Yes,7,High,Yes,Low,High,Public,Positive,3,No,High School,Female"
"292,Low,Low,Yes,6,Medium,Yes,Medium,Medium,Private,Positive,2,Yes,High School,Female"
"293,High,Medium,No,8,Medium,Yes,Low,Low,Public,Neutral,3,No,High School,Female"
"294,Medium,Low,Yes,6,Low,Yes,Medium,High,Public,Positive,3,No,High School,Male"
"295,Low,Medium,Yes,9,Low,Yes,Medium,Medium,Public,Positive,3,No,High School,Female"
"296,Medium,High,Yes,7,Low,Yes,High,Medium,Public,Positive,3,No,High School,Female"
"297,Low,Low,No,8,Medium,Yes,Medium,Medium,Private,Positive,3,No,High School,Female"
"298,Low,Low,No,8,Medium,Yes,Medium,Medium,Private,Negative,1,No,College,Male"
"299,High,Medium,Yes,9,Medium,Yes,Low,Medium,Public,Negative,3,Yes,College,Female"
"300,Medium,Medium,Yes,6,Medium,Yes,Medium,Medium,Public,Neutral,3,No,High School,Female"
"301,Medium,Medium,Yes,8,High,Yes,Low,Medium,Public,Positive,2,No,Postgraduate,Male"
"302,High,Low,Yes,4,High,Yes,High,Low,Private,Positive,3,Yes,College,Female"
"303,Medium,Medium,Yes,7,Medium,Yes,Low,Medium,Private,Positive,3,No,High School,Male"
"304,Low,Medium,No,6,High,Yes,Low,High,Public,Negative,3,No,High School,Female"
"305,Medium,Medium,Yes,5,Low,Yes,Medium,Medium,Public,Positive,4,Yes,High School,Male"
"306,Medium,Medium,No,6,Low,No,High,Medium,Public,Positive,3,No,College,Male"
"307,Medium,Medium,Yes,6,Medium,No,Low,Medium,Public,Positive,3,No,High School,Male"
"308,Medium,High,Yes,7,Medium,Yes,Low,Medium,Private,Neutral,2,No,High School,Female"
"309,Medium,High,Yes,6,Medium,Yes,High,Low,Public,Neutral,4,No,High School,Male"
"310,Medium,Medium,Yes,7,Medium,Yes,Low,Medium,Public,Negative,4,Yes,Postgraduate,Female"
"311,High,Medium,Yes,6,High,Yes,Medium,Medium,Private,Positive,2,No,College,Female"
"312,High,Low,No,6,High,Yes,Low,Medium,Private,Negative,4,No,High School,Female"
"313,Medium,High,Yes,7,Low,Yes,Low,Medium,Private,Neutral,4,No,Postgraduate,Male"
"314,Low,High,Yes,7,Medium,Yes,Low,High,Public,Negative,3,No,High School,Female"
"315,Medium,Medium,No,8,High,Yes,Medium,High,Private,Neutral,1,No,College,Female"
"316,Low,High,No,8,Medium,Yes,Medium,Medium,Private,Negative,4,No,Postgraduate,Male"
"317,Low,Low,No,7,Medium,Yes,Low,Medium,Private,Positive,3,No,College,Male"
"318,Medium,Medium,No,8,Low,Yes,Low,Low,Public,Neutral,3,No,High School,Male"
"319,Medium,High,Yes,7,Medium,Yes,High,High,Public,Negative,3,No,College,Female"
"320,High,Medium,Yes,7,Medium,Yes,Medium,Medium,Public,Positive,3,No,High School,Male"
"321,Medium,Low,Yes,8,Low,Yes,Medium,Medium,Public,Neutral,2,No,College,Male"
"322,High,High,No,6,High,Yes,Low,High,Public,Negative,6,No,High School,Female"
"323,High,Low,Yes,4,High,Yes,Low,Medium,Private,Positive,3,No,College,Male"
"324,Low,High,Yes,5,Medium,Yes,Low,Medium,Private,Neutral,5,No,High School,Female"
"325,Medium,Low,Yes,9,High,Yes,Medium,Medium,Private,Negative,3,Yes,College,Female"
"326,Medium,Medium,Yes,7,Low,Yes,Low,Medium,Public,Neutral,3,No,High School,Male"
"327,Medium,Medium,Yes,7,Medium,Yes,Medium,Low,Public,Neutral,2,Yes,Postgraduate,Female"
"328,Medium,Medium,Yes,7,Low,Yes,Medium,Medium,Private,Positive,3,No,Postgraduate,Male"
"329,Medium,High,Yes,8,High,Yes,Medium,High,Private,Neutral,3,No,College,Male"
"330,Medium,High,Yes,7,High,Yes,Low,High,Public,Positive,0,No,College,Female"
"331,Medium,Medium,Yes,7,Low,Yes,Medium,High,Public,Neutral,2,No,Postgraduate,Male"
"332,High,Medium,Yes,8,Medium,Yes,Low,High,Private,Negative,3,No,College,Female"
"333,Medium,High,No,6,Low,Yes,Low,Medium,Public,Negative,3,No,Postgraduate,Male"
"334,Low,High,Yes,8,Medium,No,Low,Medium,Public,Positive,1,No,High School,Male"
"335,Low,High,No,7,Medium,Yes,Medium,Medium,Public,Neutral,3,No,High School,Female"
"336,High,Medium,Yes,7,Medium,Yes,Medium,Medium,Public,Negative,4,No,High School,Male"
"337,Medium,Medium,Yes,6,Low,Yes,Medium,High,Public,Neutral,3,No,College,Female"
"338,High,High,No,7,Low,Yes,Medium,Medium,Public,Positive,3,No,High School,Male"
"339,High,High,Yes,6,Low,Yes,High,High,Public,Positive,4,No,Postgraduate,Female"
"340,High,Medium,Yes,9,Low,Yes,Medium,Medium,Public,Neutral,5,No,High School,Male"
"341,Medium,Medium,No,4,Medium,Yes,Low,Medium,Public,Negative,3,No,College,Male"
"342,Low,Medium,Yes,8,Low,Yes,Medium,High,Public,Negative,5,Yes,High School,Male"
"343,Low,High,Yes,4,Medium,Yes,Low,High,Private,Neutral,2,No,College,Male"
"344,Medium,High,No,8,Medium,Yes,Low,Medium,Public,Negative,3,No,High School,Female"
"345,Medium,High,Yes,6,Medium,No,Low,Medium,Private,Positive,5,No,High School,Male"
"346,Medium,Medium,No,8,High,Yes,Medium,Medium,Public,Positive,4,No,High School,Male"
"347,Medium,Medium,Yes,7,Medium,No,Medium,Low,Public,Neutral,2,No,College,Male"
"348,Medium,High,Yes,5,Low,Yes,Medium,High,Public,Negative,2,No,College,Female"
"349,Low,Medium,Yes,9,Low,Yes,Medium,Medium,Public,Positive,3,No,College,Female"
"350,Low,Medium,Yes,8,High,Yes,Low,Medium,Private,Neutral,3,No,Postgraduate,Male"
"351,High,Medium,No,8,Medium,No,Medium,High,Private,Neutral,4,No,College,Male"
"352,Low,High,No,6,Medium,Yes,Medium,Medium,Public,Positive,1,No,College,Male"
"353,Medium,Low,Yes,8,High,No,Medium,Medium,Public,Positive,5,No,College,Female"
"354,Medium,Medium,No,5,Low,Yes,Low,High,Public,Positive,3,No,College,Male"
"355,High,Medium,Yes,4,Medium,Yes,High,Medium,Private,Positive,2,No,Postgraduate,Male"
"356,High,Medium,Yes,5,Medium,Yes,Low,Medium,Public,Positive,4,No,Postgraduate,Female"
"357,Medium,Medium,No,6,High,Yes,Medium,Medium,Public,Neutral,1,No,College,Female"
"358,Medium,Medium,Yes,6,High,Yes,Low,Medium,Public,Positive,2,No,College,Male"
"359,Low,High,Yes,6,Medium,Yes,High,Medium,Public,Positive,3,Yes,Postgraduate,Female"
"360,Medium,Medium,Yes,6,High,Yes,Medium,Medium,Private,Positive,4,Yes,High School,Female"
"361,High,Medium,Yes,6,Low,Yes,Low,Low,Public,Negative,2,No,High School,Female"
"362,Medium,High,Yes,4,Medium,Yes,Medium,Medium,Private,Negative,4,No,High School,Male"
"363,Medium,Medium,No,7,Low,No,Low,Low,Public,Neutral,5,No,High School,Male"
"364,Low,Medium,No,7,Low,Yes,Low,Medium,Public,Positive,3,No,High School,Female"
"365,High,Medium,Yes,6,Medium,Yes,Medium,Medium,Public,Positive,4,No,College,Male"
"366,Medium,High,Yes,9,Low,Yes,Medium,High,Public,Positive,2,No,College,Male"
"367,High,High,Yes,7,Medium,Yes,Low,Medium,Private,Neutral,3,No,High School,Male"
"368,Medium,Medium,Yes,7,Medium,Yes,Medium,Medium,Public,Neutral,4,No,Postgraduate,Female"
"369,Medium,Low,No,8,Low,Yes,Medium,Medium,Public,Positive,4,No,High School,Male"
"370,Low,High,No,5,Medium,Yes,Low,Medium,Public,Positive,3,No,College,Female"
"371,Medium,Medium,No,7,Medium,Yes,Medium,Low,Public,Neutral,3,No,High School,Male"
"372,High,High,No,8,Medium,Yes,Medium,High,Public,Positive,3,No,Postgraduate,Male"
"373,High,Medium,No,7,Medium,Yes,Medium,Medium,Public,Neutral,4,No,Postgraduate,Male"
"374,Medium,Medium,Yes,5,Medium,No,High,Medium,Private,Positive,2,No,Postgraduate,Male"
"375,Medium,Medium,Yes,6,High,Yes,Low,High,Public,Neutral,3,No,High School,Female"
"376,Medium,Low,Yes,7,Low,Yes,Medium,Medium,Public,Negative,5,No,High School,Female"
"377,Medium,Medium,No,4,Medium,Yes,Low,Medium,Public,Positive,3,No,High School,Male"
"378,Medium,Low,Yes,5,High,No,Low,Medium,Private,Positive,4,No,Postgraduate,Male"
"379,Medium,Medium,Yes,10,Low,Yes,High,Medium,Private,Positive,3,No,Postgraduate,Female"
"380,High,Medium,Yes,8,Low,Yes,High,High,Public,Neutral,4,No,High School,Female"
"381,High,Medium,No,9,Medium,Yes,Medium,Medium,Private,Negative,3,No,High School,Female"
"382,Medium,Medium,No,8,Medium,Yes,Low,Medium,Public,Negative,2,No,Postgraduate,Female"
"383,High,High,Yes,8,Medium,Yes,Low,Medium,Private,Negative,2,No,High School,Male"
"384,Medium,High,No,7,High,Yes,Medium,High,Public,Positive,4,No,High School,Female"
"385,Low,Medium,Yes,8,Low,Yes,Medium,Medium,Public,Positive,3,No,High School,Male"
"386,Low,Medium,No,9,High,Yes,Medium,Medium,Public,Positive,5,No,High School,Male"
"387,Medium,Low,Yes,8,Low,Yes,Medium,Medium,Private,Neutral,4,No,High School,Female"
"388,High,Low,Yes,7,Medium,Yes,Low,Medium,Public,Neutral,3,No,Postgraduate,Female"
"389,High,Medium,Yes,7,Medium,Yes,Low,Medium,Private,Neutral,5,No,High School,Female"
"390,Medium,Medium,Yes,8,Medium,Yes,Low,Low,Public,Positive,3,No,College,Male"
"391,Low,High,No,6,Medium,No,Low,Medium,Private,Neutral,1,No,College,Male"
"392,Low,Medium,No,8,Medium,No,Low,Medium,Public,Neutral,3,No,Postgraduate,Male"
"393,Medium,Low,Yes,6,High,Yes,Low,High,Private,Negative,2,No,High School,Female"
"394,High,High,Yes,6,Medium,Yes,Medium,Medium,Public,Positive,3,No,College,Male"
"395,High,Low,No,5,Medium,Yes,High,Low,Public,Neutral,2,No,College,Female"
"396,Medium,Low,Yes,6,Low,Yes,Medium,High,Public,Neutral,4,No,High School,Male"
"397,High,Medium,Yes,6,High,Yes,Medium,,Public,Negative,3,No,College,Female"
"398,Medium,High,Yes,10,High,Yes,Medium,Low,Public,Negative,6,No,High School,Female"
"399,Low,Medium,No,6,Medium,Yes,Medium,Medium,Public,Positive,3,No,College,Male"
"400,Medium,Medium,No,8,Medium,Yes,Low,High,Public,Neutral,4,No,High School,Male"
"401,High,High,No,6,Medium,No,Medium,Medium,Public,Neutral,4,No,High School,Female"
"402,Medium,Medium,Yes,7,Low,Yes,Medium,Medium,Public,Neutral,3,No,High School,Male"
"403,High,High,No,7,Medium,Yes,Medium,Medium,Public,Negative,4,No,College,Female"
"404,Medium,Medium,Yes,4,Medium,Yes,Medium,Medium,Public,Positive,3,No,High School,Female"
"405,Low,High,Yes,5,Medium,Yes,High,Medium,Public,Neutral,3,No,College,Male"
"406,Low,High,No,6,High,Yes,Medium,High,Public,Neutral,3,Yes,High School,Female"
"407,High,Medium,No,5,Low,Yes,High,Medium,Public,Positive,4,No,Postgraduate,Male"
"408,Medium,Medium,No,7,Medium,Yes,Medium,Low,Public,Neutral,3,No,College,Female"
"409,High,High,No,7,Low,Yes,Low,Medium,Private,Neutral,1,No,,Male"
"410,Medium,Medium,No,5,Medium,Yes,Medium,Medium,Private,Neutral,3,No,High School,Female"
"411,Medium,Medium,No,7,Low,Yes,High,High,Public,Neutral,4,No,College,Male"
"412,High,High,No,6,Medium,Yes,Medium,Low,Public,Positive,2,No,Postgraduate,Male"
"413,Medium,Medium,Yes,7,Medium,Yes,High,Medium,Public,Neutral,2,No,High School,Male"
"414,High,Low,Yes,6,Medium,Yes,Low,Medium,Public,Negative,2,No,Postgraduate,Female"
"415,Low,Medium,No,8,Low,Yes,Low,Medium,Public,Neutral,1,No,College,Male"
"416,Medium,Medium,No,9,Low,Yes,Low,Medium,Public,Negative,4,No,Postgraduate,Female"
"417,High,Low,Yes,8,Low,Yes,Medium,High,Public,Positive,4,No,College,Male"
"418,High,Medium,No,9,Medium,Yes,Low,Low,Private,Negative,2,No,,Female"
"419,Medium,High,Yes,5,Low,Yes,High,Medium,Public,Negative,4,No,High School,Female"
"420,Medium,Low,No,6,Low,Yes,Medium,Medium,Private,Positive,3,No,College,Male"
"421,Medium,Low,No,8,High,Yes,Low,Medium,Public,Positive,2,No,High School,Male"
"422,Medium,High,Yes,9,Medium,Yes,Low,Medium,Private,Neutral,4,No,Postgraduate,Male"
"423,Low,Medium,No,8,Medium,Yes,Medium,Low,Private,Positive,5,No,Postgraduate,Male"
"424,Low,Low,No,5,Low,Yes,High,High,Private,Negative,2,No,High School,Male"
"425,High,High,No,6,Medium,Yes,Low,Medium,Public,Positive,3,No,High School,Female"
"426,High,Medium,No,8,Medium,Yes,Medium,Medium,Public,Positive,3,No,High School,Male"
"427,Medium,Medium,Yes,7,Medium,Yes,Low,Low,Public,Negative,3,No,College,Female"
"428,High,Medium,Yes,6,Medium,Yes,Low,High,Public,Positive,3,No,College,Female"
"429,Low,Low,No,7,High,No,Medium,High,Public,Negative,4,Yes,High School,Male"
"430,Medium,High,No,7,Low,Yes,High,High,Private,Neutral,3,No,High School,Female"
"431,High,Medium,Yes,5,Medium,Yes,High,Medium,Private,Neutral,2,No,High School,Male"
"432,High,Medium,Yes,8,Medium,Yes,Medium,High,Public,Neutral,3,No,Postgraduate,Female"
"433,Medium,High,Yes,6,Medium,No,Low,Medium,Private,Neutral,3,No,College,Male"
"434,High,Low,Yes,7,Low,Yes,Low,Medium,Private,Positive,4,No,High School,Female"
"435,Medium,Low,No,9,Medium,Yes,Medium,High,Public,Positive,3,No,High School,Female"
"436,High,Low,Yes,7,Low,Yes,Low,High,Private,Negative,3,No,Postgraduate,Female"
"437,Medium,Low,Yes,8,Medium,Yes,Medium,Medium,Public,Negative,2,Yes,College,Female"
"438,High,Medium,No,5,Medium,Yes,Low,Medium,Public,Negative,4,No,High School,Male"
"439,Low,Medium,Yes,8,Medium,Yes,High,High,Private,Positive,3,Yes,Postgraduate,Male"
"440,Medium,Medium,No,8,Medium,Yes,Low,Medium,Public,Neutral,5,No,Postgraduate,Female"
"441,Medium,Low,Yes,6,Low,Yes,Medium,High,Public,Negative,3,No,Postgraduate,Male"
"442,Medium,Low,No,7,Medium,Yes,Low,High,Private,Neutral,3,No,High School,Female"
"443,Medium,High,Yes,7,Low,Yes,Low,Medium,Public,Neutral,3,No,College,Male"
"444,High,Medium,Yes,7,Low,Yes,Medium,Medium,Public,Negative,4,No,College,Female"
"445,High,Medium,Yes,8,Medium,Yes,Medium,Low,Public,Positive,5,No,Postgraduate,Male"
"446,Medium,Medium,No,6,High,Yes,Low,Low,Public,Neutral,4,No,High School,Male"
"447,High,Medium,Yes,7,Medium,Yes,High,Medium,Private,Neutral,2,No,High School,Female"
"448,Low,Low,Yes,9,Medium,Yes,Medium,Low,Public,Positive,3,No,High School,Male"
"449,Medium,High,No,9,High,Yes,High,Medium,Public,Negative,1,No,Postgraduate,Male"
"450,High,High,Yes,8,Low,Yes,Low,Medium,Public,Negative,2,No,High School,Male"
"451,Low,Medium,No,7,Medium,Yes,Low,Medium,Public,Negative,3,No,College,Male"
"452,High,Medium,Yes,10,Low,Yes,High,Medium,Public,Neutral,5,No,,Male"
"453,High,Medium,Yes,9,Medium,No,Medium,Medium,Public,Positive,1,No,College,Male"
"454,Medium,Medium,Yes,7,Medium,Yes,Low,Medium,Public,Positive,4,Yes,Postgraduate,Male"
"455,Medium,Medium,Yes,7,High,Yes,Medium,Medium,Public,Neutral,3,No,High School,Male"
"456,Medium,Medium,Yes,6,Medium,Yes,Medium,High,Public,Positive,4,No,High School,Female"
"457,High,Low,Yes,8,Medium,Yes,Low,High,Public,Positive,3,No,High School,Male"
"458,Medium,Low,Yes,8,Medium,No,Medium,,Public,Negative,3,Yes,Postgraduate,Male"
"459,Medium,Medium,No,8,Low,Yes,Medium,Medium,Private,Positive,2,No,High School,Male"
"460,Low,High,No,7,Medium,Yes,Medium,Low,Public,Positive,1,No,Postgraduate,Female"
"461,Medium,High,No,5,Medium,Yes,Medium,Medium,Public,Neutral,3,No,High School,Male"
"462,High,Low,Yes,7,Low,No,Medium,High,Private,Neutral,4,Yes,High School,Female"
"463,Medium,Low,No,8,High,Yes,Medium,High,Public,Neutral,3,No,College,Male"
"464,High,Medium,Yes,6,High,Yes,High,Medium,Private,Neutral,4,No,High School,Male"
"465,Medium,High,No,7,Low,Yes,High,High,Public,Positive,2,No,College,Female"
"466,Medium,High,Yes,9,Medium,Yes,Medium,High,Public,Positive,4,No,College,Male"
"467,Low,High,No,5,Low,Yes,Low,Medium,Private,Neutral,3,No,High School,Male"
"468,High,Medium,No,7,Medium,Yes,Low,High,Private,Negative,5,No,High School,Female"
"469,Low,Medium,No,9,Medium,Yes,Medium,High,Public,Negative,2,No,College,Female"
"470,Medium,Low,No,7,High,Yes,Low,Medium,Public,Positive,3,No,College,Female"
"471,Medium,Low,Yes,6,Medium,Yes,Low,High,Public,Negative,2,No,College,Female"
"472,Medium,Medium,No,7,High,Yes,Medium,Medium,Public,Neutral,2,No,College,Female"
"473,Medium,Low,Yes,8,High,No,High,Low,Public,Neutral,4,No,High School,Female"
"474,Medium,High,Yes,7,Medium,Yes,Low,High,Private,Positive,1,Yes,High School,Male"
"475,Low,High,Yes,8,Medium,Yes,Low,High,Public,Negative,2,No,High School,Female"
"476,Medium,Low,No,7,Medium,Yes,Low,Medium,Public,Neutral,3,No,College,Female"
"477,High,High,Yes,7,Medium,Yes,Low,Low,Private,Positive,3,No,College,Male"
"478,Medium,Medium,Yes,8,High,Yes,High,Medium,Private,Negative,3,Yes,Postgraduate,Male"
"479,Low,High,Yes,7,Low,Yes,Low,Medium,Public,Negative,3,No,High School,Male"
"480,Medium,High,No,6,Medium,Yes,Medium,Medium,Public,Neutral,3,No,College,Female"
"481,Medium,Low,No,8,Medium,Yes,Low,Medium,Private,Neutral,4,Yes,High School,Male"
"482,Low,Medium,Yes,7,Medium,Yes,Low,Medium,Public,Positive,3,No,High School,Female"
"483,Medium,Low,Yes,6,Medium,No,Low,Medium,Public,Positive,4,No,High School,Male"
"484,Medium,High,Yes,8,Low,Yes,Low,Medium,Public,Positive,2,No,High School,Female"
"485,Low,Medium,Yes,9,Medium,Yes,Low,High,Public,Neutral,2,No,College,Male"
"486,Medium,High,No,7,Medium,Yes,Low,Medium,Public,Neutral,3,No,Postgraduate,Female"
"487,High,Medium,Yes,7,Medium,Yes,Medium,Medium,Private,Positive,4,Yes,Postgraduate,Female"
"488,High,Medium,Yes,5,Medium,Yes,Low,Medium,Public,Negative,4,No,High School,Female"
"489,High,High,No,7,High,Yes,Low,Medium,Public,Neutral,1,Yes,College,Female"
"490,Medium,Medium,Yes,7,High,Yes,Low,Medium,Public,Negative,4,No,College,Female"
"491,Low,Low,No,7,Low,No,Medium,Medium,Public,Positive,5,No,Postgraduate,Male"
"492,High,Medium,No,6,Medium,Yes,Low,Medium,Private,Negative,4,No,High School,Male"
"493,Low,Low,Yes,8,Medium,Yes,Medium,Medium,Public,Negative,2,No,High School,Female"
"494,Medium,Low,Yes,7,Medium,Yes,Low,High,Private,Negative,3,No,High School,Male"
"495,Medium,Medium,Yes,10,High,Yes,Low,High,Private,Negative,4,No,High School,Male"
"496,Low,Medium,Yes,7,Medium,Yes,Medium,Medium,Public,Negative,2,No,High School,Male"
"497,High,High,Yes,4,Medium,Yes,Medium,High,Public,Negative,3,No,College,Male"
"498,High,Medium,No,5,Medium,Yes,Low,Medium,Private,Negative,4,No,College,Male"
"499,High,High,No,8,Medium,Yes,Medium,Medium,Public,Neutral,4,No,High School,Female"
"500,High,Low,Yes,6,High,Yes,Medium,Medium,Public,Positive,2,No,High School,Male"
"501,Medium,Low,No,6,Low,Yes,Low,Medium,Public,Positive,4,No,Postgraduate,Male"
"502,High,Low,Yes,5,Medium,Yes,Low,Medium,Public,Positive,2,No,High School,Male"
"503,Medium,Medium,No,6,Low,Yes,Medium,Medium,Public,Negative,3,No,High School,Female"
"504,Medium,Medium,Yes,7,Low,Yes,High,Medium,Public,Negative,1,No,High School,Female"
"505,Low,Medium,Yes,8,Low,Yes,High,High,Private,Neutral,2,Yes,High School,Female"
"506,High,High,No,5,Low,Yes,Medium,High,Private,Neutral,2,No,College,Male"
"507,High,Medium,Yes,8,Medium,Yes,Medium,High,Public,Positive,4,No,College,Female"
"508,Low,Low,Yes,5,Medium,Yes,Medium,Medium,Public,Neutral,3,No,High School,Female"
"509,Low,Low,Yes,8,Low,Yes,High,Medium,Public,Neutral,3,No,College,Female"
"510,Low,High,Yes,8,Low,Yes,Low,Medium,Public,Neutral,4,No,High School,Female"
"511,Medium,Medium,No,6,Low,Yes,Medium,Medium,Private,Positive,3,No,High School,Male"
"512,Medium,High,No,5,Medium,Yes,Medium,Medium,Private,Neutral,4,No,High School,Male"
"513,High,Low,Yes,8,Medium,Yes,Low,Medium,Private,Neutral,4,No,High School,Male"
"514,Medium,Low,Yes,6,Low,Yes,High,High,Public,Positive,2,No,High School,Male"
"515,Medium,Low,Yes,7,High,Yes,Low,High,Public,Neutral,2,No,College,Female"
"516,High,High,No,8,High,Yes,High,Medium,Public,Neutral,1,No,College,Female"
"517,Medium,Medium,Yes,8,Low,Yes,Low,Medium,Public,Neutral,3,No,Postgraduate,Female"
"518,Medium,Medium,No,6,Low,Yes,High,Medium,Public,Positive,4,No,College,Male"
"519,High,Medium,No,7,Medium,Yes,Low,Medium,Public,Neutral,3,No,High School,Male"
"520,High,Medium,Yes,6,High,Yes,Medium,Medium,Public,Positive,3,No,College,Male"
"521,Low,Low,Yes,8,Low,Yes,Low,Medium,Public,Negative,4,No,College,Male"
"522,Low,Medium,No,9,High,Yes,Low,Medium,Public,Positive,5,No,High School,Male"
"523,Medium,Low,Yes,6,Low,Yes,High,High,Public,Positive,4,No,High School,Female"
"524,Medium,High,Yes,7,Medium,Yes,Medium,Medium,Public,Neutral,4,Yes,High School,Male"
"525,Medium,Low,No,8,Low,Yes,Medium,Low,Public,Neutral,3,No,College,Female"
"526,Medium,Low,No,7,High,Yes,High,Low,Public,Neutral,3,No,High School,Male"
"527,High,Medium,Yes,8,Medium,No,Medium,Medium,Public,Positive,4,No,Postgraduate,Female"
"528,Low,High,Yes,7,Medium,Yes,Medium,Medium,Private,Negative,2,Yes,High School,Male"
"529,Medium,Medium,Yes,5,Low,Yes,Medium,High,Private,Negative,3,No,Postgraduate,Male"
"530,Medium,Medium,No,7,Medium,Yes,Low,High,Private,Neutral,2,No,High School,Female"
"531,Medium,Low,No,9,Medium,Yes,Low,Low,Public,Positive,4,No,College,Female"
"532,Medium,Low,No,7,High,Yes,Medium,Medium,Public,Neutral,3,No,Postgraduate,Male"
"533,High,Medium,No,9,High,Yes,High,Medium,Public,Positive,3,No,College,Male"
"534,Low,Low,Yes,4,High,Yes,Medium,Low,Public,Positive,1,No,Postgraduate,Male"
"535,Low,Medium,Yes,8,High,Yes,Medium,Medium,Public,Positive,2,No,High School,Female"
"536,Medium,High,Yes,6,High,Yes,Medium,Medium,Public,Positive,4,No,High School,Female"
"537,Medium,High,No,6,Low,Yes,Medium,Medium,Private,Negative,2,No,High School,Male"
"538,Low,Low,Yes,9,Low,Yes,Low,High,Private,Negative,2,No,Postgraduate,Male"
"539,Low,Medium,No,7,Low,Yes,High,Medium,Public,Positive,2,No,High School,Female"
"540,Medium,High,No,6,Medium,Yes,Medium,Medium,Public,Neutral,3,No,High School,Male"
"541,Medium,High,No,8,High,Yes,High,High,Public,Positive,3,Yes,High School,Female"
"542,High,Low,No,4,Medium,Yes,Low,Low,Public,Positive,3,Yes,High School,Male"
"543,Medium,Medium,Yes,9,Medium,Yes,Low,High,Public,Neutral,2,No,High School,Female"
"544,Medium,High,Yes,10,High,Yes,Low,Medium,Public,Neutral,4,No,High School,Male"
"545,Medium,Medium,Yes,8,High,Yes,High,High,Public,Positive,3,No,College,Male"
"546,Medium,High,Yes,8,Medium,Yes,High,Medium,Public,Positive,3,No,High School,Male"
