"Id,Hours_Studied,Attendance,Previous_Scores,Sleep_Hours,Tutoring_Sessions,Physical_Activity,Exam_Score,Parental_Involvement,Access_to_Resources,Extracurricular_Activities,Motivation_Level,Internet_Access,Family_Income,Teacher_Quality,School_Type,Peer_Influence,Learning_Disabilities,Parental_Education_Level,Gender"
"238,21,94,96,7,0,2,69,Medium,Medium,No,Low,Yes,Medium,Medium,Private,Neutral,Yes,Postgraduate,Male"
"239,16,71,73,5,1,0,63,High,Medium,Yes,Medium,Yes,Medium,Medium,Public,Neutral,Yes,High School,Male"
"240,25,87,74,7,0,4,67,Medium,Low,Yes,Low,Yes,Medium,High,Public,Neutral,Yes,High School,Male"
"241,15,87,54,4,1,6,65,Low,Medium,No,Medium,Yes,Medium,Medium,Public,Neutral,No,,Male"
"242,19,69,61,7,3,4,66,Medium,Medium,Yes,High,Yes,High,High,Public,Neutral,No,High School,Male"
"243,23,61,58,9,4,2,63,Low,Medium,No,Medium,Yes,Medium,Medium,Public,Neutral,No,High School,Male"
"244,25,76,78,4,2,3,68,Medium,High,Yes,Medium,Yes,Medium,Medium,Private,Negative,No,High School,Female"
"245,13,72,66,7,0,4,65,High,High,No,Medium,Yes,Low,High,Public,Neutral,No,Postgraduate,Male"
"246,18,92,54,8,1,3,67,Low,Medium,Yes,Medium,Yes,Medium,Medium,Public,Positive,No,High School,Male"
"247,17,92,75,8,2,3,68,Low,Low,Yes,Medium,Yes,Medium,High,Public,Neutral,No,Postgraduate,Female"
"248,16,78,83,6,0,3,64,Medium,High,No,Medium,Yes,Low,Low,Public,Neutral,Yes,College,Male"
"249,31,84,87,5,0,3,71,Medium,Medium,No,High,Yes,Medium,Medium,Private,Positive,No,College,Male"
"250,22,84,92,6,0,5,69,Medium,Medium,Yes,Low,Yes,Medium,Medium,Public,Neutral,No,High School,Female"
"251,12,93,74,9,1,3,67,Medium,Medium,Yes,Low,Yes,Medium,Medium,Public,Neutral,No,Postgraduate,Male"
"252,26,77,70,4,2,3,65,Low,Medium,No,Low,Yes,High,Low,Public,Neutral,Yes,College,Female"
"253,33,71,84,5,1,2,68,Low,Medium,No,Medium,Yes,Medium,Medium,Public,Positive,No,High School,Male"
"254,26,71,51,6,1,3,67,High,Medium,Yes,Low,No,High,Medium,Private,Positive,No,Postgraduate,Male"
"255,11,81,82,6,3,4,67,Medium,Medium,Yes,High,Yes,Medium,High,Public,Neutral,No,High School,Male"
"256,17,78,70,7,2,3,66,Medium,High,Yes,Medium,No,Low,High,Public,Positive,No,High School,Male"
"257,28,78,73,9,2,4,70,High,Medium,No,High,Yes,Medium,Medium,Public,Neutral,No,College,Female"
"258,16,64,65,5,3,4,65,High,Low,Yes,Medium,Yes,Medium,High,Private,Positive,No,Postgraduate,Female"
"259,23,89,56,7,4,4,69,Low,Low,Yes,Low,Yes,Medium,Low,Private,Positive,No,Postgraduate,Female"
"260,25,69,70,7,1,4,65,Medium,Medium,Yes,Low,No,High,High,Public,Positive,No,High School,Female"
"261,14,68,65,6,1,3,63,High,Medium,No,Medium,Yes,High,Medium,Public,Neutral,Yes,College,Male"
"262,20,77,98,5,2,2,67,Medium,Medium,No,Low,Yes,Low,High,Private,Neutral,No,Postgraduate,Female"
"263,1,69,97,6,1,3,61,High,Medium,Yes,Medium,Yes,Low,Medium,Public,Positive,No,High School,Female"
"264,14,83,82,6,0,2,65,Medium,Low,Yes,Medium,Yes,Medium,Medium,Public,Positive,No,High School,Female"
"265,18,75,95,8,1,2,66,Low,High,Yes,Medium,Yes,Low,Low,Public,Neutral,No,College,Female"
"266,13,78,88,8,0,3,66,Medium,High,Yes,High,Yes,High,Low,Public,Neutral,No,College,Male"
"267,30,81,67,5,1,1,69,Medium,Low,Yes,Medium,Yes,High,High,Public,Negative,No,High School,Male"
"268,11,68,80,6,2,3,63,Medium,Medium,No,Medium,Yes,Medium,Medium,Public,Positive,No,College,Female"
"269,17,66,61,6,1,6,65,Low,High,No,Medium,Yes,High,Medium,Public,Positive,No,Postgraduate,Male"
"270,21,95,84,10,0,4,67,Low,Low,No,Low,Yes,High,Medium,Public,Neutral,Yes,High School,Male"
"271,29,77,52,7,2,3,69,High,High,Yes,Medium,Yes,High,Medium,Public,Negative,Yes,High School,Female"
"272,11,76,92,5,4,2,65,Low,Medium,Yes,Medium,Yes,Medium,Low,Public,Negative,No,Postgraduate,Male"
"273,27,61,79,6,1,3,65,Medium,Medium,No,Medium,Yes,Low,Medium,Public,Positive,No,High School,Male"
"274,20,80,53,6,0,2,65,High,Low,Yes,Medium,Yes,Low,Medium,Public,Neutral,No,College,Male"
"275,14,82,94,8,2,5,67,Medium,High,Yes,Low,Yes,Low,High,Public,Negative,No,College,Female"
"276,23,82,94,8,1,2,66,Low,Medium,Yes,Medium,Yes,Medium,Medium,Public,Negative,Yes,High School,Male"
"277,21,88,93,7,4,3,72,Medium,High,No,Medium,Yes,Low,Medium,Public,Positive,No,High School,Female"
"278,16,67,89,7,3,3,66,Medium,High,No,High,Yes,Low,Medium,Public,Positive,No,College,Male"
"279,20,70,84,7,2,4,65,Medium,Medium,Yes,Low,No,Medium,High,Private,Neutral,No,College,Male"
"280,18,92,70,7,1,3,69,High,Medium,Yes,Medium,Yes,Low,Medium,Public,Neutral,No,High School,Male"
"281,21,98,57,4,2,2,68,Medium,Low,No,Medium,Yes,High,Low,Public,Neutral,No,High School,Female"
"282,24,65,64,7,1,1,64,Medium,Low,No,Low,Yes,High,Medium,Public,Neutral,No,Postgraduate,Male"
"283,30,80,67,6,3,4,69,Low,High,No,Medium,Yes,Medium,Medium,Public,Negative,No,College,Female"
"284,13,69,68,5,0,1,59,Medium,Low,Yes,Low,Yes,High,Medium,Public,Positive,Yes,High School,Female"
"285,33,62,78,10,0,3,68,High,Medium,Yes,Medium,Yes,Medium,Medium,Private,Positive,No,High School,Female"
"286,8,73,60,7,0,3,60,Medium,Medium,No,Medium,No,High,Medium,Private,Neutral,No,High School,Female"
"287,19,66,59,7,1,3,62,Medium,High,No,Medium,Yes,High,Medium,Public,Negative,No,High School,Male"
"288,24,88,86,6,0,3,67,Low,Medium,Yes,Low,Yes,Low,Low,Public,Negative,No,College,Male"
"289,22,81,50,8,4,5,68,Low,High,Yes,High,Yes,Medium,Medium,Private,Positive,No,High School,Female"
"290,16,66,57,5,3,3,64,Medium,High,Yes,High,Yes,Medium,Medium,Public,Positive,No,High School,Female"
"291,19,60,72,7,3,3,65,Medium,High,Yes,High,Yes,Low,High,Public,Positive,No,High School,Female"
"292,17,92,57,6,2,2,65,Low,Low,Yes,Medium,Yes,Medium,Medium,Private,Positive,Yes,High School,Female"
"293,16,67,98,8,0,3,63,High,Medium,No,Medium,Yes,Low,Low,Public,Neutral,No,High School,Female"
"294,25,84,84,6,2,3,70,Medium,Low,Yes,Low,Yes,Medium,High,Public,Positive,No,High School,Male"
"295,22,73,72,9,3,3,66,Low,Medium,Yes,Low,Yes,Medium,Medium,Public,Positive,No,High School,Female"
"296,16,83,56,7,4,3,68,Medium,High,Yes,Low,Yes,High,Medium,Public,Positive,No,High School,Female"
"297,25,73,69,8,3,3,66,Low,Low,No,Medium,Yes,Medium,Medium,Private,Positive,No,High School,Female"
"298,22,63,83,8,3,1,63,Low,Low,No,Medium,Yes,Medium,Medium,Private,Negative,No,College,Male"
"299,25,69,98,9,1,3,66,High,Medium,Yes,Medium,Yes,Low,Medium,Public,Negative,Yes,College,Female"
"300,24,68,74,6,1,3,65,Medium,Medium,Yes,Medium,Yes,Medium,Medium,Public,Neutral,No,High School,Female"
"301,15,77,85,8,1,2,66,Medium,Medium,Yes,High,Yes,Low,Medium,Public,Positive,No,Postgraduate,Male"
"302,17,86,60,4,2,3,67,High,Low,Yes,High,Yes,High,Low,Private,Positive,Yes,College,Female"
"303,24,71,81,7,0,3,66,Medium,Medium,Yes,Medium,Yes,Low,Medium,Private,Positive,No,High School,Male"
"304,24,60,62,6,4,3,63,Low,Medium,No,High,Yes,Low,High,Public,Negative,No,High School,Female"
"305,20,81,60,5,3,4,66,Medium,Medium,Yes,Low,Yes,Medium,Medium,Public,Positive,Yes,High School,Male"
"306,21,84,75,6,1,3,67,Medium,Medium,No,Low,No,High,Medium,Public,Positive,No,College,Male"
"307,28,99,61,6,1,3,71,Medium,Medium,Yes,Medium,No,Low,Medium,Public,Positive,No,High School,Male"
"308,16,84,86,7,1,2,67,Medium,High,Yes,Medium,Yes,Low,Medium,Private,Neutral,No,High School,Female"
"309,23,79,97,6,1,4,69,Medium,High,Yes,Medium,Yes,High,Low,Public,Neutral,No,High School,Male"
"310,19,83,70,7,2,4,67,Medium,Medium,Yes,Medium,Yes,Low,Medium,Public,Negative,Yes,Postgraduate,Female"
"311,19,97,66,6,2,2,72,High,Medium,Yes,High,Yes,Medium,Medium,Private,Positive,No,College,Female"
"312,27,93,59,6,2,4,70,High,Low,No,High,Yes,Low,Medium,Private,Negative,No,High School,Female"
"313,25,73,70,7,0,4,67,Medium,High,Yes,Low,Yes,Low,Medium,Private,Neutral,No,Postgraduate,Male"
"314,25,69,78,7,0,3,64,Low,High,Yes,Medium,Yes,Low,High,Public,Negative,No,High School,Female"
"315,28,71,69,8,1,1,67,Medium,Medium,No,High,Yes,Medium,High,Private,Neutral,No,College,Female"
"316,20,80,81,8,3,4,69,Low,High,No,Medium,Yes,Medium,Medium,Private,Negative,No,Postgraduate,Male"
"317,24,90,83,7,0,3,68,Low,Low,No,Medium,Yes,Low,Medium,Private,Positive,No,College,Male"
"318,18,80,55,8,2,3,63,Medium,Medium,No,Low,Yes,Low,Low,Public,Neutral,No,High School,Male"
"319,22,63,85,7,4,3,68,Medium,High,Yes,Medium,Yes,High,High,Public,Negative,No,College,Female"
"320,19,89,95,7,0,3,70,High,Medium,Yes,Medium,Yes,Medium,Medium,Public,Positive,No,High School,Male"
"321,21,92,51,8,0,2,66,Medium,Low,Yes,Low,Yes,Medium,Medium,Public,Neutral,No,College,Male"
"322,24,72,78,6,0,6,68,High,High,No,High,Yes,Low,High,Public,Negative,No,High School,Female"
"323,15,87,80,4,0,3,67,High,Low,Yes,High,Yes,Low,Medium,Private,Positive,No,College,Male"
"324,33,77,85,5,0,5,69,Low,High,Yes,Medium,Yes,Low,Medium,Private,Neutral,No,High School,Female"
"325,14,96,69,9,0,3,66,Medium,Low,Yes,High,Yes,Medium,Medium,Private,Negative,Yes,College,Female"
"326,13,94,91,7,3,3,68,Medium,Medium,Yes,Low,Yes,Low,Medium,Public,Neutral,No,High School,Male"
"327,27,81,77,7,2,2,69,Medium,Medium,Yes,Medium,Yes,Medium,Low,Public,Neutral,Yes,Postgraduate,Female"
"328,25,88,70,7,1,3,70,Medium,Medium,Yes,Low,Yes,Medium,Medium,Private,Positive,No,Postgraduate,Male"
"329,24,95,86,8,1,3,74,Medium,High,Yes,High,Yes,Medium,High,Private,Neutral,No,College,Male"
"330,24,80,96,7,0,0,70,Medium,High,Yes,High,Yes,Low,High,Public,Positive,No,College,Female"
"331,20,73,91,7,1,2,66,Medium,Medium,Yes,Low,Yes,Medium,High,Public,Neutral,No,Postgraduate,Male"
"332,15,90,97,8,1,3,69,High,Medium,Yes,Medium,Yes,Low,High,Private,Negative,No,College,Female"
"333,20,69,63,6,0,3,64,Medium,High,No,Low,Yes,Low,Medium,Public,Negative,No,Postgraduate,Male"
"334,16,76,56,8,1,1,62,Low,High,Yes,Medium,No,Low,Medium,Public,Positive,No,High School,Male"
"335,26,95,77,7,0,3,70,Low,High,No,Medium,Yes,Medium,Medium,Public,Neutral,No,High School,Female"
"336,19,89,52,7,2,4,68,High,Medium,Yes,Medium,Yes,Medium,Medium,Public,Negative,No,High School,Male"
"337,15,76,84,6,0,3,65,Medium,Medium,Yes,Low,Yes,Medium,High,Public,Neutral,No,College,Female"
"338,18,69,62,7,3,3,65,High,High,No,Low,Yes,Medium,Medium,Public,Positive,No,High School,Male"
"339,22,74,73,6,3,4,71,High,High,Yes,Low,Yes,High,High,Public,Positive,No,Postgraduate,Female"
"340,17,71,83,9,2,5,66,High,Medium,Yes,Low,Yes,Medium,Medium,Public,Neutral,No,High School,Male"
"341,15,67,74,4,0,3,61,Medium,Medium,No,Medium,Yes,Low,Medium,Public,Negative,No,College,Male"
"342,21,90,62,8,2,5,67,Low,Medium,Yes,Low,Yes,Medium,High,Public,Negative,Yes,High School,Male"
"343,21,70,94,4,0,2,65,Low,High,Yes,Medium,Yes,Low,High,Private,Neutral,No,College,Male"
"344,17,78,88,8,0,3,65,Medium,High,No,Medium,Yes,Low,Medium,Public,Negative,No,High School,Female"
"345,17,75,80,6,1,5,65,Medium,High,Yes,Medium,No,Low,Medium,Private,Positive,No,High School,Male"
"346,21,99,85,8,4,4,73,Medium,Medium,No,High,Yes,Medium,Medium,Public,Positive,No,High School,Male"
"347,11,76,71,7,1,2,62,Medium,Medium,Yes,Medium,No,Medium,Low,Public,Neutral,No,College,Male"
"348,12,63,69,5,0,2,60,Medium,High,Yes,Low,Yes,Medium,High,Public,Negative,No,College,Female"
"349,16,64,58,9,1,3,61,Low,Medium,Yes,Low,Yes,Medium,Medium,Public,Positive,No,College,Female"
"350,19,84,90,8,2,3,67,Low,Medium,Yes,High,Yes,Low,Medium,Private,Neutral,No,Postgraduate,Male"
"351,22,84,69,8,3,4,70,High,Medium,No,Medium,No,Medium,High,Private,Neutral,No,College,Male"
"352,29,77,85,6,1,1,69,Low,High,No,Medium,Yes,Medium,Medium,Public,Positive,No,College,Male"
"353,25,77,65,8,0,5,66,Medium,Low,Yes,High,No,Medium,Medium,Public,Positive,No,College,Female"
"354,19,62,90,5,2,3,64,Medium,Medium,No,Low,Yes,Low,High,Public,Positive,No,College,Male"
"355,20,81,55,4,1,2,68,High,Medium,Yes,Medium,Yes,High,Medium,Private,Positive,No,Postgraduate,Male"
"356,14,80,81,5,1,4,67,High,Medium,Yes,Medium,Yes,Low,Medium,Public,Positive,No,Postgraduate,Female"
"357,20,66,90,6,0,1,64,Medium,Medium,No,High,Yes,Medium,Medium,Public,Neutral,No,College,Female"
"358,18,64,83,6,2,2,65,Medium,Medium,Yes,High,Yes,Low,Medium,Public,Positive,No,College,Male"
"359,22,65,85,6,2,3,66,Low,High,Yes,Medium,Yes,High,Medium,Public,Positive,Yes,Postgraduate,Female"
"360,15,64,76,6,2,4,63,Medium,Medium,Yes,High,Yes,Medium,Medium,Private,Positive,Yes,High School,Female"
"361,23,84,78,6,2,2,68,High,Medium,Yes,Low,Yes,Low,Low,Public,Negative,No,High School,Female"
"362,29,68,53,4,1,4,66,Medium,High,Yes,Medium,Yes,Medium,Medium,Private,Negative,No,High School,Male"
"363,19,70,63,7,3,5,63,Medium,Medium,No,Low,No,Low,Low,Public,Neutral,No,High School,Male"
"364,22,67,86,7,1,3,63,Low,Medium,No,Low,Yes,Low,Medium,Public,Positive,No,High School,Female"
"365,24,98,97,6,1,4,74,High,Medium,Yes,Medium,Yes,Medium,Medium,Public,Positive,No,College,Male"
"366,18,94,77,9,1,2,70,Medium,High,Yes,Low,Yes,Medium,High,Public,Positive,No,College,Male"
"367,21,69,86,7,2,3,68,High,High,Yes,Medium,Yes,Low,Medium,Private,Neutral,No,High School,Male"
"368,20,73,84,7,0,4,66,Medium,Medium,Yes,Medium,Yes,Medium,Medium,Public,Neutral,No,Postgraduate,Female"
"369,21,68,100,8,0,4,63,Medium,Low,No,Low,Yes,Medium,Medium,Public,Positive,No,High School,Male"
"370,15,80,90,5,4,3,67,Low,High,No,Medium,Yes,Low,Medium,Public,Positive,No,College,Female"
"371,20,61,81,7,1,3,62,Medium,Medium,No,Medium,Yes,Medium,Low,Public,Neutral,No,High School,Male"
"372,23,87,56,8,1,3,71,High,High,No,Medium,Yes,Medium,High,Public,Positive,No,Postgraduate,Male"
"373,29,81,68,7,2,4,72,High,Medium,No,Medium,Yes,Medium,Medium,Public,Neutral,No,Postgraduate,Male"
"374,26,96,63,5,1,2,72,Medium,Medium,Yes,Medium,No,High,Medium,Private,Positive,No,Postgraduate,Male"
"375,33,67,93,6,0,3,68,Medium,Medium,Yes,High,Yes,Low,High,Public,Neutral,No,High School,Female"
"376,15,92,72,7,1,5,66,Medium,Low,Yes,Low,Yes,Medium,Medium,Public,Negative,No,High School,Female"
"377,25,92,77,4,0,3,70,Medium,Medium,No,Medium,Yes,Low,Medium,Public,Positive,No,High School,Male"
"378,21,65,98,5,2,4,66,Medium,Low,Yes,High,No,Low,Medium,Private,Positive,No,Postgraduate,Male"
"379,33,76,92,10,1,3,72,Medium,Medium,Yes,Low,Yes,High,Medium,Private,Positive,No,Postgraduate,Female"
"380,15,67,89,8,0,4,64,High,Medium,Yes,Low,Yes,High,High,Public,Neutral,No,High School,Female"
"381,15,70,57,9,1,3,63,High,Medium,No,Medium,Yes,Medium,Medium,Private,Negative,No,High School,Female"
"382,16,71,51,8,0,2,61,Medium,Medium,No,Medium,Yes,Low,Medium,Public,Negative,No,Postgraduate,Female"
"383,7,82,56,8,0,2,62,High,High,Yes,Medium,Yes,Low,Medium,Private,Negative,No,High School,Male"
"384,17,76,87,7,1,4,68,Medium,High,No,High,Yes,Medium,High,Public,Positive,No,High School,Female"
"385,15,98,71,8,1,3,68,Low,Medium,Yes,Low,Yes,Medium,Medium,Public,Positive,No,High School,Male"
"386,21,65,56,9,1,5,63,Low,Medium,No,High,Yes,Medium,Medium,Public,Positive,No,High School,Male"
"387,22,99,87,8,1,4,70,Medium,Low,Yes,Low,Yes,Medium,Medium,Private,Neutral,No,High School,Female"
"388,31,69,60,7,1,3,68,High,Low,Yes,Medium,Yes,Low,Medium,Public,Neutral,No,Postgraduate,Female"
"389,26,91,79,7,1,5,72,High,Medium,Yes,Medium,Yes,Low,Medium,Private,Neutral,No,High School,Female"
"390,17,74,87,8,4,3,67,Medium,Medium,Yes,Medium,Yes,Low,Low,Public,Positive,No,College,Male"
"391,15,66,80,6,1,1,61,Low,High,No,Medium,No,Low,Medium,Private,Neutral,No,College,Male"
"392,23,94,100,8,0,3,69,Low,Medium,No,Medium,No,Low,Medium,Public,Neutral,No,Postgraduate,Male"
"393,12,72,72,6,2,2,61,Medium,Low,Yes,High,Yes,Low,High,Private,Negative,No,High School,Female"
"394,31,86,66,6,3,3,75,High,High,Yes,Medium,Yes,Medium,Medium,Public,Positive,No,College,Male"
"395,27,83,60,5,0,2,68,High,Low,No,Medium,Yes,High,Low,Public,Neutral,No,College,Female"
"396,17,79,75,6,1,4,65,Medium,Low,Yes,Low,Yes,Medium,High,Public,Neutral,No,High School,Male"
"397,10,80,93,6,4,3,67,High,Medium,Yes,High,Yes,Medium,,Public,Negative,No,College,Female"
"398,28,89,97,10,3,6,75,Medium,High,Yes,High,Yes,Medium,Low,Public,Negative,No,High School,Female"
"399,19,64,99,6,1,3,64,Low,Medium,No,Medium,Yes,Medium,Medium,Public,Positive,No,College,Male"
"400,27,87,77,8,1,4,70,Medium,Medium,No,Medium,Yes,Low,High,Public,Neutral,No,High School,Male"
"401,10,96,80,6,0,4,67,High,High,No,Medium,No,Medium,Medium,Public,Neutral,No,High School,Female"
"402,16,62,79,7,2,3,63,Medium,Medium,Yes,Low,Yes,Medium,Medium,Public,Neutral,No,High School,Male"
"403,20,66,73,7,1,4,65,High,High,No,Medium,Yes,Medium,Medium,Public,Negative,No,College,Female"
"404,20,89,58,4,1,3,67,Medium,Medium,Yes,Medium,Yes,Medium,Medium,Public,Positive,No,High School,Female"
"405,17,77,53,5,2,3,86,Low,High,Yes,Medium,Yes,High,Medium,Public,Neutral,No,College,Male"
"406,24,76,72,6,3,3,67,Low,High,No,High,Yes,Medium,High,Public,Neutral,Yes,High School,Female"
"407,14,65,59,5,1,4,63,High,Medium,No,Low,Yes,High,Medium,Public,Positive,No,Postgraduate,Male"
"408,19,80,94,7,0,3,66,Medium,Medium,No,Medium,Yes,Medium,Low,Public,Neutral,No,College,Female"
"409,21,65,88,7,2,1,65,High,High,No,Low,Yes,Low,Medium,Private,Neutral,No,,Male"
"410,23,79,81,5,1,3,67,Medium,Medium,No,Medium,Yes,Medium,Medium,Private,Neutral,No,High School,Female"
"411,24,91,52,7,0,4,69,Medium,Medium,No,Low,Yes,High,High,Public,Neutral,No,College,Male"
"412,13,70,81,6,2,2,66,High,High,No,Medium,Yes,Medium,Low,Public,Positive,No,Postgraduate,Male"
"413,11,79,81,7,1,2,64,Medium,Medium,Yes,Medium,Yes,High,Medium,Public,Neutral,No,High School,Male"
"414,28,100,72,6,1,2,73,High,Low,Yes,Medium,Yes,Low,Medium,Public,Negative,No,Postgraduate,Female"
"415,22,87,83,8,1,1,66,Low,Medium,No,Low,Yes,Low,Medium,Public,Neutral,No,College,Male"
"416,16,94,93,9,1,4,68,Medium,Medium,No,Low,Yes,Low,Medium,Public,Negative,No,Postgraduate,Female"
"417,29,77,88,8,0,4,70,High,Low,Yes,Low,Yes,Medium,High,Public,Positive,No,College,Male"
"418,21,91,74,9,2,2,69,High,Medium,No,Medium,Yes,Low,Low,Private,Negative,No,,Female"
"419,27,62,63,5,4,4,67,Medium,High,Yes,Low,Yes,High,Medium,Public,Negative,No,High School,Female"
"420,20,65,74,6,0,3,62,Medium,Low,No,Low,Yes,Medium,Medium,Private,Positive,No,College,Male"
"421,32,68,97,8,1,2,68,Medium,Low,No,High,Yes,Low,Medium,Public,Positive,No,High School,Male"
"422,31,76,91,9,1,4,72,Medium,High,Yes,Medium,Yes,Low,Medium,Private,Neutral,No,Postgraduate,Male"
"423,19,94,51,8,3,5,69,Low,Medium,No,Medium,Yes,Medium,Low,Private,Positive,No,Postgraduate,Male"
"424,26,74,89,5,3,2,66,Low,Low,No,Low,Yes,High,High,Private,Negative,No,High School,Male"
"425,24,86,59,6,1,3,70,High,High,No,Medium,Yes,Low,Medium,Public,Positive,No,High School,Female"
"426,28,88,79,8,0,3,71,High,Medium,No,Medium,Yes,Medium,Medium,Public,Positive,No,High School,Male"
"427,14,83,90,7,0,3,65,Medium,Medium,Yes,Medium,Yes,Low,Low,Public,Negative,No,College,Female"
"428,24,74,78,6,3,3,70,High,Medium,Yes,Medium,Yes,Low,High,Public,Positive,No,College,Female"
"429,26,83,70,7,2,4,65,Low,Low,No,High,No,Medium,High,Public,Negative,Yes,High School,Male"
"430,9,74,66,7,1,3,62,Medium,High,No,Low,Yes,High,High,Private,Neutral,No,High School,Female"
"431,13,63,65,5,2,2,62,High,Medium,Yes,Medium,Yes,High,Medium,Private,Neutral,No,High School,Male"
"432,8,100,92,8,1,3,70,High,Medium,Yes,Medium,Yes,Medium,High,Public,Neutral,No,Postgraduate,Female"
"433,18,65,91,6,5,3,66,Medium,High,Yes,Medium,No,Low,Medium,Private,Neutral,No,College,Male"
"434,24,63,91,7,4,4,67,High,Low,Yes,Low,Yes,Low,Medium,Private,Positive,No,High School,Female"
"435,29,95,64,9,1,3,72,Medium,Low,No,Medium,Yes,Medium,High,Public,Positive,No,High School,Female"
"436,20,72,90,7,0,3,66,High,Low,Yes,Low,Yes,Low,High,Private,Negative,No,Postgraduate,Female"
"437,30,86,52,8,2,2,68,Medium,Low,Yes,Medium,Yes,Medium,Medium,Public,Negative,Yes,College,Female"
"438,12,73,60,5,1,4,62,High,Medium,No,Medium,Yes,Low,Medium,Public,Negative,No,High School,Male"
"439,10,76,76,8,2,3,64,Low,Medium,Yes,Medium,Yes,High,High,Private,Positive,Yes,Postgraduate,Male"
"440,20,70,70,8,0,5,65,Medium,Medium,No,Medium,Yes,Low,Medium,Public,Neutral,No,Postgraduate,Female"
"441,22,74,56,6,4,3,66,Medium,Low,Yes,Low,Yes,Medium,High,Public,Negative,No,Postgraduate,Male"
"442,20,76,52,7,2,3,64,Medium,Low,No,Medium,Yes,Low,High,Private,Neutral,No,High School,Female"
"443,8,89,81,7,4,3,67,Medium,High,Yes,Low,Yes,Low,Medium,Public,Neutral,No,College,Male"
"444,19,80,66,7,4,4,69,High,Medium,Yes,Low,Yes,Medium,Medium,Public,Negative,No,College,Female"
"445,12,98,51,8,0,5,68,High,Medium,Yes,Medium,Yes,Medium,Low,Public,Positive,No,Postgraduate,Male"
"446,24,62,72,6,2,4,64,Medium,Medium,No,High,Yes,Low,Low,Public,Neutral,No,High School,Male"
"447,22,80,65,7,2,2,68,High,Medium,Yes,Medium,Yes,High,Medium,Private,Neutral,No,High School,Female"
"448,14,83,79,9,1,3,64,Low,Low,Yes,Medium,Yes,Medium,Low,Public,Positive,No,High School,Male"
"449,17,97,96,9,0,1,71,Medium,High,No,High,Yes,High,Medium,Public,Negative,No,Postgraduate,Male"
"450,14,62,65,8,3,2,61,High,High,Yes,Low,Yes,Low,Medium,Public,Negative,No,High School,Male"
"451,20,83,100,7,4,3,68,Low,Medium,No,Medium,Yes,Low,Medium,Public,Negative,No,College,Male"
"452,26,94,54,10,2,5,73,High,Medium,Yes,Low,Yes,High,Medium,Public,Neutral,No,,Male"
"453,14,70,54,9,3,1,64,High,Medium,Yes,Medium,No,Medium,Medium,Public,Positive,No,College,Male"
"454,23,95,86,7,3,4,72,Medium,Medium,Yes,Medium,Yes,Low,Medium,Public,Positive,Yes,Postgraduate,Male"
"455,17,61,87,7,5,3,65,Medium,Medium,Yes,High,Yes,Medium,Medium,Public,Neutral,No,High School,Male"
"456,15,89,71,6,1,4,68,Medium,Medium,Yes,Medium,Yes,Medium,High,Public,Positive,No,High School,Female"
"457,19,97,64,8,2,3,71,High,Low,Yes,Medium,Yes,Low,High,Public,Positive,No,High School,Male"
"458,14,86,90,8,3,3,65,Medium,Low,Yes,Medium,No,Medium,,Public,Negative,Yes,Postgraduate,Male"
"459,17,78,98,8,2,2,66,Medium,Medium,No,Low,Yes,Medium,Medium,Private,Positive,No,High School,Male"
"460,13,62,99,7,4,1,63,Low,High,No,Medium,Yes,Medium,Low,Public,Positive,No,Postgraduate,Female"
"461,32,97,82,5,1,3,74,Medium,High,No,Medium,Yes,Medium,Medium,Public,Neutral,No,High School,Male"
"462,20,79,87,7,2,4,66,High,Low,Yes,Low,No,Medium,High,Private,Neutral,Yes,High School,Female"
"463,16,61,91,8,2,3,63,Medium,Low,No,High,Yes,Medium,High,Public,Neutral,No,College,Male"
"464,21,88,90,6,2,4,72,High,Medium,Yes,High,Yes,High,Medium,Private,Neutral,No,High School,Male"
"465,19,79,100,7,1,2,69,Medium,High,No,Low,Yes,High,High,Public,Positive,No,College,Female"
